en_query,cs_query
Set a wakeup alarm for 7 am,7 am ke liye ek wakeup alarm set karen
What is the humidity supposed to be today ?,aj humidity kya honi chahiye ?
What is the current celsius temperature ?,abhi ka celsius temperature kya hai ?
remind me about my tennis lesson on saturday,Saturday ko mujhe mere tennis lesson ke baare me yaad dilaayen
Play a sad song,ek sad song ko bajao
Reset timer,timer ko reset karo
Reply we ' re coming to the birthday party .,Reply karo ki we ' re coming to the birthday party .
Are there any good anime conventions that will be in May of 2018 at Spokane,kya Spokane mei 2018 ke May mei koi ache anime conventions hone wale hai
Text I ' ll see you soon and add a heart emoji .,Text karo ki I ' ll see you soon aur ek heart emoji add karo .
Resume timing me,meri timing ko resume karo
Is it hot out today ?,Kya aaj baahar hot hai ?
How is the traffic on i 90,i 90 par traffic kaisi hai
please play some classical music,please kuch classical music play kare
text the school director and ask if there are any updates on the waiting list,school director ko text kare aur puchiye ki waiting list mei koi updates hai kya
start new timer,naya timer shuru kare
Please could you delete my alarms for today ?,please kya ap mere aj ke alarms delete kar sakte hai
Remind me to set an alarm for tomorrow morning before 10 pm,mujhe alarm set karne ke liye yaad dilaye for tomorrow morning before 10 pm
pause timer,timer pause kare
Delete the reminder for cooking because there is enough leftover .,cooking ka reminder delete kare kyuki abhi bahut baaki hai
rate this album at the top,is album ko top par rate kariye
How hot will it get on Saturday ?,Saturday ko kitni garmi padegi ?
when is sunrise,sunrise kab hai
Temperature tonight near Madrid F,Madrid ke paas aaj raat ka temperature F me
retrieve the messages i sent to the group chat in the last 5 days,pichle 5 dino mei maine jitne b messages group chat par bheje hai usey retrieve karo
How warm is it inside tonight in degree F,aj raat andar F degree mei kitna garm rahega
Can you play that last song again ?,kya ap wo pichla gaana fir se play karenge ?
Is it gloomy out ?,kya bahar gloomy hai ?
How ' s the weather in Victoria ?,Victoria mei weather kaisa hai ?
Could you please tell me how heavy the traffic is right now,kya ap mujhe bata sakte hai abhi traffic kitna zada hai
Friday 03 am,Friday subah 3 bajhe
I wanna see texts from the family chat .,mai family chats se texts dekhna chahta hu .
set calendar reminder for the eye doctor,Eye doctor ke liye calendar reminder set karen
Any timers set,koi timers set hai
Tell me how it feels outside .,mujhe bataiye baahar kaisa lagta hai
Did the snow get cleared from Park Avenue this morning ?,kya Aaj subha Park Avenue se barf saaf hojayegi ?
Play that song again,us gaaney ko dobara play kare
Best events for next week in Phoenix,Phoenix mei agley haftey ke best events
Temperature in Boston tonight Celcius,Boston mei aj raat ka Celcius temperature
Play the last song again,last song ko phir se bajao
What kind of jacket should I wear today ?,mujhe aj kis tarah ki jacket pehenni chahiye
How long is a flight from NYC to Mallorca Spain,NYC se Mallorca Spain tak kitni lambi flight hai
Cancel all my alarms tomorrow,Kal mere sabhi alarms ko cancel kardo
"I need to delete my craft meeting reminder , can you do that ?","mujhe mere craft meeting ke reminder ko delete karna hai , kya ap kar sakte hai ?"
Creighton basketball Dec 23rd,Creighton mei Dec 23 rd ko basketball
Is there a lot of construction holding up traffic,Kya bahut saare construction ki wajah se traffic ruka huwa hai
How hot is it going to get today ?,aj kitni garmi hone wali hai ?
Make tomorrow ' s alarm ten minutes earlier,kal ki alarm ko das minute pehle banaye
repeat all songs once,saarey gaaney ek bar repeat kare
Remind me to cancel my life insurance by September 1oth .,September 10th tak mujhe mera life insurance cancel karne ke liye yaad dilaayen
I ' d like to set my alarm for tomorrow morning at 6 : 30 am .,mai apni alarm ko kal subah 6 30 bajhe ke liye set karna chahta hoon
message Tom .,Tom ko message kare
Are there any accidents on 119,kya 119 par koi accidents hai
Do I have an alarm set for tomorrow ?,kya kal ke liye mere paas alarm set hai ?
Is it going to be hot today ?,kya aaj hot hone wala he ?
Will I need a jacket ?,kya mujhe jacket ki zarurat padegi ?
Remind the SCA members about the meeting on August 6th at 4 pm,SCA members ko 6th August 4 pm ko meeting ke baare me yaad dilaayen
do i need a jacket today,kya mujhe aj jacket ki zarurat padegi
set timer for 1 minute,1 minute ke liye timer set kare
No alarm,alarm nae hai
resume the timer,timer ko resume kare
loop this song,Is song ko loop karen
Cancel my alarms for tomorrow morning,Kal subha ke liye mere alarms ko cancel karen
snooze current alarm,current alarm ko snooze karen
set alarm for 2 am,2 am ke liye alarm set kare
Begin new message,new message shuru kare
is it windy today ?,kya aaj zyada hawa he ?
Reset the timer .,timer ko reset karo
Will it rain tomorrow ?,kya kal barish hone wali hai ?
Set an alarm for tonight .,Aaj raat ke liye alarm set kare
set an alarm for 7 : 30 am,7 : 30 am ke liye alarm set kare
please open my chat requests,please mere chat requests ko kholen
silence all alarms,sabhi alarms ko silence kardo
how much longer,kitna lamba hai
fun things to do this weekend,is weekend karne ke liye mazedar chizein
Set my alarm for 6 am,subah 6 baje ke liye alarm set kare
Resume timer,timer resume kare
Display tomorrow ' s alarms,kal ke alarms ko dikhao
Will it get below freezing tonight ?,Kya aaj raat ye freezing se neeche hojayega ?
Set an alarm for tomorrow,Kal ke liye alarm ko set kare
Set alarm for 8 pm tonight .,aj raat 8 bajhe ke liye alarm set kare
can i wear shorts today,kya mai aj shorts pehen sakta hoon
reset timer,timer ko reser karo
Pause this track,is track ko pause kare
What time does the sun set,kya time par sun set hoga
Snooze for 5 minutes,5 minutes ke liye snooze karo
Pause this song .,ye song ko rokey .
What ' s the weather going to be today,aj weather kaisa rehne wala hai
what is the weather today in ny,ny me aaj mausam kaisa hai
What time does the sun set,sun set kitne bajhe hota hai
Set doctor ' s appointment reminder every Wednesday,har Wednesday doctor ke appointment ka reminder set kare
How is the weather today ?,aj weather kaisa hai ?
resume my timer please,please mere timer ko phir se shuru karo
Delete the timer,timer ko delete kare
Add 20 minutes to the timer .,timer me 20 minutes add kare
Set alarm for 4 am,subah 4 baje ke liye alarm set kardo
Will it rain tomorrow,kya kal baarish hogi
How hot will it get today ?,aaj kitni garmi hogi ?
Cancel reminders for August 18th,August 18th ke reminders cancel kardo
what is the high today,Aaj kya high he
Turn off time .,time ko band karo
Delete my reminder I have set for today,maine aaj ke liye jo mera reminder set kiya hai use delete karden
stop alarm,alarm ko stop kare
Delete reminder to mail payment to Wendy .,Wendy ko payment mail karne wale reminder ko delete karen
What is the weather in Mexico ?,Mexico me mausam kaisa hai ?
play last song again,last song ko phir se bajao
Silence,chup raho
Stop the alarm,alarm ko stop kare
play taylor swift,taylor swift ko play kare
set alarm for one hour,ek ghante ke liye alarm set karo
never play this song again,ye song ko phirse kabhi play na kare
Set reminder to do Fonque ' s hair on Thursday at noon ?,Fongue ke baal karne ke liye Thursday at noon ko reminder set kare ?
What time is left on the timer ?,timer par kitna time bacha hai ?
Skip to the next song .,agle song par jaaen .
What ' s the temperature,temperature kya hai
Will it be sunny today ?,kya aj dhoop hogi ?
Stop all alarms .,Saare alarms ko stop kare .
Snooze alarm for 20 minutes,20 minutes ke liye alarm ko snooze karen
Snooze my alarm please,please mere alarm ko snooze karen
Remind me to write thank you notes tomorrow .,mujhe kal thank you notes likhne ke liye yaad dilaye .
How much snow will we get ?,humko kitna snow milne wala he ?
Cancel my next alarm,mere next alarm ko cancel kardo
Set an alarm for 9 pm tonight,Aaj raat 9 pm ke liye ek alarm set karen
Should I bring a jacket today ?,kya aj mujhe jacket lana chahiye ?
Restart my timer .,mere timer ko phir se shuru kare
How hot will it be today ?,Aaj kitna hot hone wala he ?
Please turn off,please band karo
Switch off alarm,alarm band karo
How many alarms do I have ?,Mere pas kitne alarms he ?
how much time do i have left,mere paas kitna time bacha hai
Cancel the alarm,alarm ko cancel kardo
Snooze for 20 minutes,20 minutes ke liye snooze karen
set a timer for 90 minutes,timer ko 90 minutes ke liye set kare
What is the temperature in Miami ?,Miami me temperature kitna hai ?
how much time do I have left,Mere paas kitna time bacha hai
remind me to get eggs tonight,mujhe aj raat ko andey laane ke liye yaad dilaye
What is the low temperature today ?,Aaj ka low temperature kya he ?
play country music,country music play kare
What alarms do I have set for today,Mene aaj ke liye konse alarm set kiye he
Resume timer now,abhi timer resume kare
How cold will it be today ?,aj kitni thandi hone wali hai ?
Do I need an umbrella ?,Kya mujhe umbrella chahiye ?
dont like this song,Is song ko like mat karo
Resume the timer please .,timer ko resume kare please
Add a reminder to buy an Uber for my flight,meri flight ke liye ek Uber khareedne ke liye ek reminder add karen
go to the first song,pehle song par jaayen
Skip track,track ko skip kare
repeat this song,is gaaney ko repeat kare
Is it going to be really cold out today ?,Kya aaj bahar bohot cold hone wala he ?
Should I wear shorts tomorrow ?,Kya muje kal shorts pehenna chahiye ?
Set a timer for fifteen minutes .,fifteen minutes ke liye timer set kare
reminder me to pick up my son from practice on Tuesday at 6,Muje Tuesday ko 6 baje mere son ko practice me se pick up karne ka remind karaye
stop my timer,Mere timer ko stop kare
When is it supposed to rain ?,baarish kab honi chahiye ?
what is the high for today ?,aj ke liye high kya hai ?
Remind me one day before Kyle ' s doctor ' s appointment,Muje ek din pehle Kyle ke doctor ki appointment ke barey me remind karaye
I want to hear classical music,Muje classical music sunna he
Timer pause,Timer ko roken
monsoons in chandler,chandler me monsoons chal rahe he
Play this song on repeat,ye song ko baar - baar chalayen .
resume the timer,timer ko resume kare
What time was sunrise this morning,Aaj subah sunrise kab hua tha
Is it going to be cold tonight,Kya aaj raat thand hogi
How much time is left on my alarm,mere alarm par kitna samay bacha hai
Stop my timer .,Mere timer ko stop kare .
set a timer for 15 minutes,15 minutes ke liye timer ko set kare
Weather forecast please,Weather ka forecast bataiye please
How ' s the weather in England ?,England me weather kesa he ?
pull up chats,mere chats ko dikhao
Delete buy dog food reminder .,buy dog food reminder ko hata do
Is it supposed to rain this week ?,Kya is week me baarish honi chahiye ?
pause the song,song ko pause kare
Repeat song,song ko repeat kare
Show alarms,alarms dikhaye
When is my alarm set ?,Mera alarm kab set he ?
Can you tell me the weather ?,Kya aap muje weather bata sakte he ?
Set an alarm for tomorrow,Kal ke liye alarm set kare
Can you snooze my alarm ?,kya aap mera alarm snooze karsakte hai ?
Stop playing music,music ko play karna band karo
Replay the last song,last song ko reply kare
Set my timer for 10 minutes,10 minutes ke liye timer ko set kare
Cancel alarm,Alarm cancel kare
Do I need to dress warm today ?,Kya muje aaj garam kapde pehen ne ki zarurat he ?
Is there snow in the forecast ?,Kya forecast me snow he ?
show me my alarms,Muje mere alarms dikhaye
Will it be hot today ?,kya aj garmi hone wali hai ?
skip song,song ko skip kare
how much time is left on the timer,timer par kitna time bacha he
"Delete my reminder to send a gift to Brent , it ' s already done","Brent ko gift bhejne ka mera reminder delete kare , yah pehle hi kia ja chuka hai"
When will my alarm go off ?,mera alarm kab band hoga ?
How is the weather looking for California ?,Calfornia ke liye weather kaisa dikh raha hai ?
Do I need to bring an umbrella ?,Kya muje umbrella lane ki zarurat he ?
start a timer for 1 hour,1 hour ke liye timer start kare
Set alarm for 7 am tomorrow .,kal subah 7 baje ka alarm set kare .
